Gene,placenta_1,placenta_2,Uterus_D14_1,Uterus_D14_2,Uterus_D14_3,placenta_term_1,placenta_term_2,placenta_term_3,placenta_term_4,PTR2_1,PTR2_2,PTR2_3,sTO01_1,sTO01_2,sTO02_1,sTO02_2,sTO02_3,sTO03_1,sTO03_2,sTO03_3
REPS2,2.809573805,1.45280756,3.03427934,2.711920654,3.275617388,1.60367997,1.462347023,2.633397755,1.861261152,6.37E-03,9.05E-03,0.021147389,7.567515261,6.67425525,7.291365273,7.217356227,8.026294825,6.75863241,8.014057053,6.947549742
ENSSSCG00000063045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060997,0,0,0,0,0,0,0,0,7.51E-03,0,0,0,0,0,0,0,0,0,0,0
NHS,0.379695377,0.135331851,2.593094905,1.720206977,2.828603802,0.46814083,0.570925672,0.412993922,0.474104288,0,3.97E-03,0,0.162774012,0.227942716,0.226031199,0.116833706,0.199851265,0.35934551,0.28573531,0.29713173
ENSSSCG00000012152,0.609829029,0.348520043,7.345270116,8.527939182,6.2716401,0.43923291,0.314447602,0.404731431,0.267280346,0,0,0,9.27E-03,0,0,7.28E-03,0,0.02361943,0.013727552,0.01462754
ENSSSCG00000042020,9.89E-03,0.074017623,0.785721713,1.351322462,0.937381352,0.06454847,0.017744778,0.039378686,0.067444553,0,0,0,0.017441962,0,6.73E-03,0,0,7.41E-03,6.46E-03,0
ENSSSCG00000055725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAI2,0.040019771,0.092715568,1.419885894,0.632132293,0.724773868,0.05659805,0.071811506,0.026560328,0.198503263,0,0,0,0.01176434,0.01517374,0,0,0,0,4.35E-03,0
ENSSSCG00000060254,0,0,0.119180494,0.087609178,0.02297496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000058403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056011,0,0,0.089683588,0.071919385,0.069154835,3.55E-03,0,0,0,0,0,0,0.0191846,0.024744452,0,0,0,0,7.10E-03,0
ENSSSCG00000054101,0,0,0.023570273,5.78E-03,0,0,0,3.48E-03,0,0,0,0,9.24E-03,0,0,0,0,3.92E-03,0,0
ENSSSCG00000052072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056615,0,0,0.010292494,7.57E-03,7.94E-03,0,4.11E-03,0,0,0,0,0,0,5.21E-03,0,0,0,0,0,0
ENSSSCG00000061703,0,0,7.55E-03,5.55E-03,0,9.87E-03,0,0.010032143,3.12E-03,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000050671,0.011105243,0,0.033296594,0.036714321,0.012837469,0,6.64E-03,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000041054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCML2,0.060004665,0.096241469,0.539731818,0.64142064,0.624279182,0.0861673,0.104083335,0.103542156,0.159976628,0.052425536,0.045163492,0.022614724,0.391589418,0.273013621,0.216364453,0.207716206,0.200646432,0.44931718,0.47005564,0.488350996
CDKL5,12.98136576,4.650543602,1.50337882,2.094249394,1.665224427,5.72484609,7.3768583,9.152333436,6.42037607,0.123217192,0.129274329,0.175401647,2.36975827,2.016681825,1.390911474,1.185282683,1.132177979,2.6717879,2.709024431,2.786426521
RS1,0.024092134,0.10304365,0.036117446,0.079649437,0.02785009,0.0157257,0,0.031978943,0.044812544,0,0,0,0,0,0,0,0,0,0,0
PPEF1,0.171846945,0.624750623,2.352950971,3.888547897,2.794372753,0.95718377,1.144366696,0.737532444,0.561152258,0.072795699,0.025868683,0.077719383,0,0,7.79E-03,0,0,0,0.014957657,7.97E-03
PHKA2,0.289154671,0.320225671,4.334828971,4.170924615,4.058844611,0.45162896,0.348994684,0.315274505,0.252913694,0.282980463,0.151568619,0.182926372,0.696703235,0.458116671,1.029283074,1.029556145,1.139547799,1.93708164,1.297734711,1.824597592
ADGRG2,14.32038012,7.572591819,4.539667283,4.273633379,4.189341964,4.42501603,2.635089077,4.654830369,2.174293122,10.72244421,11.96954043,12.81168059,32.99389292,29.08904916,32.34498449,34.55865548,34.30427179,38.650169,37.31710109,39.47145646
ENSSSCG00000040104,0,0,0,0,0.040153726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDHA1,72.48306863,36.65208683,12.68876218,13.99119928,15.27214034,39.4173289,30.92684235,60.74475392,48.21815927,14.13996206,14.77460892,15.44947789,31.35162689,27.74588321,40.0060703,37.33817086,39.12328309,42.7632978,43.83077762,41.69119913
MAP3K15,0.090158121,0.018075574,0.016894939,0.031048531,0.013027653,0.06620521,0.094371549,0.119672313,0.090836686,1.928978173,1.993357639,2.115195375,0.014908033,8.55E-03,0.011500882,0.035110963,8.37E-03,0.01687768,0.022070853,0.050955307
SH3KBP1,0.629129093,0.765682391,4.048650938,5.163168657,5.197264979,0.75453241,0.780140854,0.437908331,0.837223967,1.076578514,1.151087522,1.102648191,2.548574401,2.897365659,6.308955835,6.321035655,5.701115354,4.48114021,4.324017391,4.394027948
BCLAF3,1.299637959,0.804539623,0.709920469,1.02052649,1.113083771,1.57642358,1.369029714,1.2676253,1.004799057,1.249573479,0.958392266,1.522975572,2.097384625,2.270313071,2.83514739,2.604634796,2.775988705,2.77374228,2.679187097,2.239948618
MAP7D2,0.088665436,0.051712899,0.024167594,0.053296551,0.093177917,0.09470414,0.110888802,0.021398361,0.144931483,0,6.07E-03,0,0.014216932,0.042786598,5.48E-03,0.011161101,5.99E-03,0.01207146,0.015785776,0
EIF1AX,16.70536045,12.0867235,8.691803217,10.81740169,10.99358919,20.7691056,15.45584751,20.35157276,17.72816795,21.82700112,22.60415761,23.74806669,71.94479591,71.39454123,57.05351858,54.8828387,61.68975685,40.8534829,55.78374122,40.40263908
RPS6KA3,4.96079944,3.824643813,2.053399998,2.38148566,2.854993109,11.8937758,9.086317517,11.41030146,11.18984116,2.511235132,2.49455954,2.570420429,10.60234936,9.44225913,10.01401577,8.900782605,10.68961722,7.20347459,8.753956733,7.385285463
ENSSSCG00000054864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000051857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000044040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000050474,0.068911749,0.0327489,0.218095206,0.236262598,0.327494352,0.07496816,0.073277211,0.066062188,0.047473782,0.030407866,0,5.77E-03,0.054020048,0.069675494,0.083348113,0.106022032,0.073965301,0.07453532,0.064979613,0.106522649
CNKSR2,0.014954964,0.015990842,0.186829678,0.181285981,0.201689585,0.01301544,0.053670395,0.062860313,0.142175578,0,0,0,0.013188626,7.56E-03,0.050872184,0.048317839,0.070380381,0.08585388,0.165965296,0.197651519
KLHL34,0.015628334,0.016710854,0.046858073,0,0.054198249,0.02040222,0.037391325,0,0.077518566,0,0,0,0,0,0,0,0,0,0,0
SMPX,0,0.035480951,0,0,0,0.02165928,0,0.044045153,0,0.342624031,0.224778258,0.250118358,0,0.025162706,0,0,0.024657169,0,0,0
ENSSSCG00000062717,0,0.031224599,0.131333016,0.064361637,0.101270625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012165,2.244144238,1.455650863,1.309493178,1.433665544,1.691864262,2.3291618,2.184360756,2.796853783,2.408313286,3.406202895,3.185844052,3.747345122,7.621330432,7.645597286,5.089258816,4.461649596,4.864615743,4.2167152,4.622443475,3.858950099
ENSSSCG00000062351,5.15E-03,5.51E-03,0.061758449,0.119170871,0.107149085,0.04033487,0.027720773,0.027340941,9.58E-03,0.073621103,0.019379258,0.058222678,0.090825719,0.046859099,0,7.13E-03,0.015305888,0,0.010084837,0
ENSSSCG00000055294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMS,81.16523369,53.3162301,6.922724266,8.986730003,8.336520222,36.260019,30.44732877,50.04660764,59.79640007,9.169390411,8.134532646,8.642602839,37.79525619,31.77638623,46.97128054,42.31681614,47.26547514,61.9833927,63.09969287,59.26767492
PHEX,0,0.035727708,0.016697048,0.024547887,0.01287506,0.07269972,0.133237388,0.184797793,0.421241193,0.097309624,0.117362261,0.058766828,9.82E-03,0.016891802,0.037887239,0.030844184,0.041381083,0.04169999,0.029083116,0.069727106
ENSSSCG00000061726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000044709,0,0,7.62E-03,5.61E-03,0.011758203,3.32E-03,0,3.38E-03,0,0,3.83E-03,0,0,0,0,0,0,0,0,0
ENSSSCG00000054195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012169,0,0,0,0,0,0,9.61E-03,0.010668094,0,0.051068509,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTCHD1,0.024030299,6.42E-03,0.018012373,6.62E-03,0.020833957,3.92E-03,0,0.015948433,0.018623969,0.252894988,0.203476468,0.099622661,0,0,0,0,0,0,0,0
ENSSSCG00000045320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000046522,0,0,8.15E-03,0,0,0,3.25E-03,3.61E-03,3.37E-03,4.32E-03,8.18E-03,0,0,0,0,0,0,0,0,0
PRDX4,1.453565139,3.398709434,5.325673105,5.317330114,4.643473934,2.27945395,2.121255422,1.797308533,2.632650351,21.60524395,21.6540101,22.194814,8.34554322,9.618443041,7.899020033,8.272128906,8.443689725,8.25133114,8.732970714,7.979747848
ACOT9,3.376760678,3.634728161,2.992341525,3.010061244,2.697736227,2.78208828,2.616703444,3.271990069,2.703130224,3.492613759,3.287102546,4.513640213,14.65141587,16.20030847,14.65703031,16.60389203,15.89713627,15.1655675,14.99457302,14.14027881
SAT1,537.9636095,272.218138,334.0376599,775.7982746,589.8762499,383.312024,264.2140302,514.1932535,259.8304163,207.0996202,210.6276642,212.9864376,449.9026059,539.5048395,610.3097304,608.6528212,630.9650738,633.67885,639.1126956,654.3062886
APOO,4.308441156,3.533680112,2.018421865,2.131183129,2.490241675,2.62051197,1.859556602,3.184361823,2.580236338,3.713693365,3.592895694,4.151703161,6.498127143,6.255837335,5.845741944,5.796274785,6.312056599,5.93909841,6.168474995,6.045010377
ENSSSCG00000018648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXorf58,0,0,0,0,0.026288986,0.01484422,0,0,0.01410021,0,0,0,0,0,0,0,0.016898822,0.01702905,0.029691731,0
KLHL15,1.507243579,1.10642719,1.430822904,1.57768962,2.042752206,4.40100168,4.109181735,5.236825101,4.438216258,1.8126129,1.685674049,2.051405527,2.666778495,2.594056161,1.192591458,0.987904729,1.418430418,1.08617336,1.329391922,1.166762096
EIF2S3B,24.58296366,23.52487437,26.15479854,28.92837518,28.33456996,27.6797862,17.14918286,26.48992834,16.88719919,15.25286518,14.04914885,17.69182804,78.13144369,81.43275842,54.49262915,53.55404596,55.4140148,49.3694657,53.98450068,48.70561395
U6_802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000021322,2.545238112,1.96346245,3.564807589,3.066929817,4.861331953,8.02510634,7.617229683,8.279535888,7.958701316,2.969432421,2.601792971,2.944153694,7.199867764,6.521550646,3.888662903,3.676742786,4.119649056,4.17447917,4.435570753,4.02185589
ENSSSCG00000031803,0,0,1.246347928,0.343569806,0.312343325,0.02713328,0,0.041382588,0.025773335,0,0,0.015666567,0,0.031522133,0.014140429,0.014389739,0,0,0,0
ENSSSCG00000030735,0,0,0.784407862,1.042343527,1.581929318,0,0.024074375,0,0,0,0,0,0.035495316,0,0,0,0,0.03013872,0,0
ENSSSCG00000062428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000058348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDK3,0.346787335,0.573643276,1.155293871,1.032168568,1.408220024,0.67327333,0.813744817,0.704237639,0.786546139,0.131834953,0.158393814,0.140751877,1.076933269,0.865338736,0.784426024,0.816724908,0.680565231,0.67693227,0.663673524,0.60821984
PCYT1B,0.09388062,0,0.223528316,1.643149096,0.312805539,0.05046495,0.046243772,0.168594615,0.112991048,4.39E-03,0,0.016650347,0.019480551,0,0.015028376,0.034410018,0.02872493,0.03308149,0.014420158,0.034572496
ENSSSCG00000031322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000018651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLA1,1.459727422,0.710738573,0.794573496,0.95273418,0.888908548,1.46608056,1.499361951,1.574287225,1.637718053,0.434778651,0.63763126,0.471553812,5.0611536,4.025795813,2.911345482,3.278493667,3.392884822,3.49385425,3.491190507,3.668701486
U6_803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000020458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARX,0.021473794,0,0,0.035496556,0.037235,0.02102494,0.083487281,0,0.14645511,0,0,0,0.07575006,0.05699344,0.014609448,7.43E-03,0.023935028,0.01607966,0.014018185,0.029874454
U6_804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6_805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062664,0,0,0,0,0,0,0.02372911,0.013164735,0.024597237,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000044536,0,0,0.034418763,0.067469644,0,0.01498609,0.018310088,0.025395753,0.018979961,0,0,0,0,0,0,5.30E-03,0,0,0,0
ENSSSCG00000055153,0,0,0,0,0,0.02468808,0.016967272,0.037653268,5.86E-03,0,0,0,8.34E-03,0,0,0,0,0,0,0
ENSSSCG00000056537,0,0,0,0,0,0.01596589,0.01950721,0.05411228,0.01011044,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000051905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000045871,4.66E-03,0,0.013979876,0.020553119,0.021559708,6.09E-03,0.019522156,0.012377997,0,3.70E-03,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000045321,0,0,0,0.12149425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054645,2.028557711,0,0,0,0,0,0,0,0,0,0,0,1.073378344,0.307656016,0.552042335,0.561775404,0.30147498,0,0,0
ENSSSCG00000034931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061587,0,0,0,0,0,0.02236663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000051854,0,0,0,0,0,0.02236663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB5,0,0,0,0,0,0,0,0.051781289,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000055436,0,0,0,0,0,0.01935825,0,0,0,0,0,0.022354633,0,0,0,0,0,0,0,0.020629679
U1_54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000058831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000063501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP4R3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012192,0,0,0,0,0,0,0,0.022253116,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012193,0,0,0,0,0,0,0,0.019288159,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000037714,0,0,0,0,0,0.02170663,0,0.022070713,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000051888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061540,0.010245241,0.021909786,0,0.02258075,0,0.03343698,0.147072543,0.115592575,0.019056648,0.024412295,0.038556241,0,0,0,0,0,0,0,0,0
ENSSSCG00000053705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1RAPL1,0,0,0.027721868,0,0,0.01810534,0.022121212,0.012272685,0.034395772,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060977,0,0,0,0,0,0.01389406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060011,0,0,0,0.048809917,0,0,0,0.029395492,0,0,0,0,0,0,0,0,0,0,0,0
Vault_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000059917,0,0,0,0,0,0,9.23E-03,0.030737752,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000063503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000053208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012197,0.224682025,0.102962128,0,0,0,0.33521626,0.211184071,0.213024291,0.318414869,1.019754093,1.15961554,1.403248419,0.59443421,1.022274737,1.091855884,1.044440031,0.834780403,0.6489363,0.691460276,0.60283055
ENSSSCG00000060295,0,0.12911124,0,0,0,0.07881573,0.072223124,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB3,0.174875665,0.15582391,0,0,0,0.17122037,0.261497518,0.309497361,0.054212876,0.02314959,0.087748686,0.021969208,0.102814018,0.221017253,0.337094817,0.121072285,0.108288427,0.06547378,0.209292574,0.141917963
ENSSSCG00000028214,0,0,0,0,0,0,0.017635879,0.01956851,0,0,0,0,0.026002382,0.022358722,0,0.040826701,0,0.02207837,0.057743511,0.041019478
NR0B1,0,0,1.653855226,1.304161087,1.994081131,0.01309266,0,0.066561314,0.037309323,0,0,0,0.017689162,0.015210416,0,0,0,0,0,0
ENSSSCG00000062345,0,0,0,0,0,0,0,0.061757501,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000059640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012200,0,0.073279352,0.205478983,0.075523453,0.158444431,0.67099876,0.532889536,0.318384954,0.552385254,0,0,0,0.06043797,0,0.093250394,0,0.152774483,0.10263457,0,0.047671285
TASL,0.050129103,0.02977854,0.534403329,0.816366636,0.676064376,0.11997649,0.053304711,0.081325913,0.214112579,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000059957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012202,9.972806644,6.121403731,0.814963756,0.625584939,0.600610858,5.7119658,6.319003789,7.436120598,7.331672265,0.366821267,0.44537487,0.417015518,0.21637271,0.127683327,0.216016566,0.169864895,0.246661347,0.46830572,0.4333913,0.411608569
TAB3,1.615990452,1.43830077,1.066767018,1.295156569,1.751303411,1.69608401,1.394948012,1.462501107,1.127182872,1.04650956,1.053897723,1.235380158,4.449467411,5.14191237,2.945322432,2.685766161,3.118000886,2.77419941,3.149791806,2.91879452
ENSSSCG00000057437,0,0,0.178887585,0,0.137939858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTHL17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMD,1.023584166,1.426146172,0.790497126,0.7280738,0.899983749,2.73324266,4.281969869,5.506710494,2.819334835,0.120717679,0.123733697,0.126252404,0.087533402,0.063506976,0.071748622,0.070866163,0.112937875,0.28800453,0.271329756,0.297748722
ENSSSCG00000052548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000048743,0,0,0,0,0,0.17422424,0.266085193,0.059048839,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000043411,0,0.014834057,0,0,5.35E-03,0.10564661,0.052553848,0.13810967,0.054476526,3.67E-03,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060661,0,0,0,0,0,0.01460409,0.02007378,0.029698092,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052612,0.754902202,0.384968323,0,0,0,6.58767119,8.412395098,14.05921293,4.918142488,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000043660,0.162573637,0.096574748,0.013540022,0.029859673,0.041762735,0.08843083,0.091838487,0.203805252,0.039199337,0,0,6.81E-03,7.97E-03,0,6.15E-03,0,0,0,0,0
ENSSSCG00000061871,0,0,0,0,0.02504426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056933,0,0,0,0,0,5.23E-03,0,5.32E-03,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000046408,0,0,0,0,0,8.10E-03,0,8.23E-03,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000059770,0,0,0,0,0.025415219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000041298,0,0,0,0,0,3.72E-03,0,3.78E-03,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000050720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012213,0,0,0,0,0,0,0,0,0,0.013516875,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000049970,0,0,0.048424983,0.029664201,0.04978721,0.05271116,0.064402786,0.078606416,0.010013843,0,0.012156267,0,0,0.016329937,0,0,0.012001393,8.06E-03,7.03E-03,7.49E-03
TMEM47,1.512054642,2.566096928,9.742991817,10.03602879,10.37520282,3.79393436,6.007278096,3.051991782,5.852914573,0.016527129,0.010441034,0.015684422,0.073401756,0.03155806,9.44E-03,0.033614325,0,0.04674353,0.022639353,0.038597767
ENSSSCG00000048741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000050953,0,0,0,6.91E-03,7.25E-03,0,0,8.32E-03,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000043661,0,0,0,0,0,0,0,0,0,0.043080521,0,0.061325811,0,0,0,0,0,0,0,0
ENSSSCG00000056716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012218,0,0,0,0,0,0,0,0,0,0,0,0.067857555,0,0,0,0,0,0,0,0
ENSSSCG00000037401,0,0,0,0,0,0,0,0.018193426,0,0.021773128,0,0.041325862,0,0,0,0,0,0,0,0
U6_806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6_807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000034690,0,0.030898416,0,0,0,0,0,0,0.017916506,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012219,0,0,0.01572977,0.023125802,0.012129194,0,0.031379702,0.027854763,0.019516636,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000030800,0,0,0,0,0.0279164,0,0.014444625,0.08013771,0,0,0,0.036406117,0,0,0,0.016719506,0,0,0,0
ENSSSCG00000052786,0.030735723,0,0,0.02258075,0.023686642,0.02674958,0.09192034,0.047596943,0.019056648,0,0.015422496,7.72E-03,0.018070343,0.015538183,6.97E-03,0,7.61E-03,7.67E-03,0,0
ENSSSCG00000043620,0,0,0,0,0,4.62E-03,0,4.70E-03,0,0,0,0,0,0,0,0,0,0,0,0
U6_808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000063555,0,0,0,0.042990273,0,0,0,0.025890645,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000055323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000041860,0,0,0,0.01305271,0.054767869,7.73E-03,7.09E-03,0,0,9.41E-03,0,8.93E-03,0,0,0,0,0,0,0,0
ENSSSCG00000058315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000043690,0,0,0,0,0,0,0,0.075635591,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000036838,0,0,0,0,0,0.06687395,0,0,0,0.081374317,0.154224962,0,0,0,0,0,0,0,0,0
ENSSSCG00000049083,0,0,0,0,0,0,0.033151598,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012223,0,0,0,0.026176747,0.027458754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRRG1,0.284187538,0.889911494,8.287423838,13.34734697,10.80191472,0.7729094,0.789202648,0.408654204,0.64606993,8.131297362,8.051746793,8.466425784,0.011934382,5.13E-03,4.60E-03,0,0,5.07E-03,0,0.014120114
ENSSSCG00000052395,0,0,0.065259419,0,0.201285629,0.05682851,0,0,0,0.034575353,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000050495,0,0.096260451,0.584824797,0.694458258,0.797847401,0,0,0,0,0,0,0,0.052927926,0.113778113,0.020415767,0.041551435,0.044596891,0.20223261,0.176305633,0.104369085
ENSSSCG00000044285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
